timestamp,src_ip,dst_ip,protocol,pps,bps,avg_pkt_size,syn_count,ack_count,syn_ack_ratio,unique_src_ips,ip_entropy,label,attack_type
2026-05-22T12:00:00+08:00,10.0.0.10,10.0.0.2,TCP,4,2400,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:01+08:00,10.0.0.11,10.0.0.2,TCP,5,2405,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:02+08:00,10.0.0.12,10.0.0.2,TCP,6,2410,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:03+08:00,10.0.0.13,10.0.0.2,TCP,4,2415,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:04+08:00,10.0.0.14,10.0.0.2,TCP,5,2420,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:05+08:00,10.0.0.15,10.0.0.2,TCP,6,2425,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:06+08:00,10.0.0.16,10.0.0.2,TCP,4,2430,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:07+08:00,10.0.0.17,10.0.0.2,TCP,5,2435,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:08+08:00,10.0.0.10,10.0.0.2,TCP,6,2440,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:09+08:00,10.0.0.11,10.0.0.2,TCP,4,2445,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:10+08:00,10.0.0.12,10.0.0.2,TCP,5,2450,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:11+08:00,10.0.0.13,10.0.0.2,TCP,6,2455,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:12+08:00,10.0.0.14,10.0.0.2,TCP,4,2460,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:13+08:00,10.0.0.15,10.0.0.2,TCP,5,2465,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:14+08:00,10.0.0.16,10.0.0.2,TCP,6,2470,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:15+08:00,10.0.0.17,10.0.0.2,TCP,4,2475,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:16+08:00,10.0.0.10,10.0.0.2,TCP,5,2480,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:17+08:00,10.0.0.11,10.0.0.2,TCP,6,2485,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:18+08:00,10.0.0.12,10.0.0.2,TCP,4,2490,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:19+08:00,10.0.0.13,10.0.0.2,TCP,5,2495,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:20+08:00,10.0.0.14,10.0.0.2,TCP,6,2500,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:21+08:00,10.0.0.15,10.0.0.2,TCP,4,2505,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:22+08:00,10.0.0.16,10.0.0.2,TCP,5,2510,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:23+08:00,10.0.0.17,10.0.0.2,TCP,6,2515,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:24+08:00,10.0.0.10,10.0.0.2,TCP,4,2520,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:25+08:00,10.0.0.11,10.0.0.2,TCP,5,2525,95,1,6,0.1,3,1.5,normal,none
