timestamp,target_url,status_code,latency_ms,error
2026-05-26T09:16:41.288596,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b2ef90>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:41.494531,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b64110>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:41.724334,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b647d0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:41.940844,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b64e90>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:42.182281,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b2fbf0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:42.397208,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b2f500>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:42.614972,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b64e00>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:42.851953,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b64530>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:43.103436,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b658e0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:43.348478,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b661b0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:43.566338,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b2fda0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:16:43.800319,http://127.0.0.1:8080/,0,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x798248b65d60>: Failed to establish a new connection: [Errno 111] Connection refused'))"
