timestamp,target_url,method,status_code,error
2026-05-26T09:13:13.484114,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c460b680>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.480373,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465dfd0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.484197,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465e390>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.482228,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465e630>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.483833,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465f6b0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.483927,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465ed80>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.483720,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c4684290>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.480686,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465f170>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.484037,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465e180>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2026-05-26T09:13:13.483541,http://127.0.0.1:8080/,GET,0,"HTTPConnectionPool(host='127.0.0.1', port=8080): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7995c465f950>: Failed to establish a new connection: [Errno 111] Connection refused'))"
